,category,question,answers,good_answer
0,Arte y Literatura,¿Qué arquitecto suizo fue el que inspiró la corriente arquitectónica brutalista?,"['Mies van der Rohe', 'Walter Gropius', 'Le Corbusier', 'Frank Lloyd Wright']",Le Corbusier
0,Ciencia y Naturaleza,¿Cual de las siguientes unidades de medida es un múltiplo del kilogramo?,"['Nanogramo', 'Teragramo', 'Femtogramo', 'Attogramo']",Teragramo
0,Cine y Televisión,¿Cuál es el nombre de la nave insignia de la Flota Estelar en Start Trek?,"['Enterprise', 'Disconvery', 'Challenger', 'Voyager']",Enterprise
0,Historia,¿En qué año se instauró el Virreinato de Perú?,"['1492', '1621', '1322', '1542']",1542
0,Miscelánea,¿Qué empresa desarrolló la Lycra?,"['Dow Chemical Company', 'Basf', 'Levi Strauss', 'DuPont']",DuPont
0,Arte y Literatura,Una característica del Fauvinismo...,"['todas las representaciones son nocturnas', 'solo representa naturaleza muerta', 'es que aplica colores distintos a los que pueden verse en la realidad', 'nunca muestra los rasgos de personas en los retratos']",es que aplica colores distintos a los que pueden verse en la realidad
0,Música,¿En qué año publicó su primer albúm el grupo Queen?,"['1973', '1982', '1981', '1977']",1973
0,Geografía,¿Cual es la capital de la República de Costa Rica?,"['San José', 'Liberia', 'Alajuela', 'Heredia']",San José
0,Arte y Literatura,¿Quien es el autor del óleo sobre lienzo: El Mendigo?,"['El Greco', 'Velázquez', 'Goya', 'Murillo']",Murillo
0,Deporte,¿Cuantos jugadores participan en un partido de rugbi?,"['40', '28', '30', '32']",30
0,Cine y Televisión,¿Quién conducía la furgoneta del Equipo A (Los Magníficos)?,"['H.M. Murdock', '""""""M.A."""" Baracus""', 'Templeton Peck', '""John """"Hannibal"""" Smith""']","""""""M.A."""" Baracus"""
0,Arte y Literatura,¿Cómo se llama el detective privado que aparece en las novelas de Raymond Chandler?,"['Hercules Poirot', 'Philip Marlowe', 'Perry Mason', 'Kurt Wallander']",Philip Marlowe
0,Música,¿Quién compuso 'El aprendiz de brujo'?,"['Beethoven', 'Paul Dukas', 'Tchaikovsky', 'Johann Sebastian Bach']",Paul Dukas
0,Cine y Televisión,¿Cómo se llama el bar de Gonzalo en Siete Vidas?,"['Casi Ke No', 'Cheers', 'Max & Henry', 'Central Park']",Casi Ke No
0,Miscelánea,¿Qué día es el 28 de Junio?,"['El Día Internacional de los Trabajadores', 'El Día Internacional de las Naciones Unidas', 'El Día Internacional del Libro y del Derecho de Autor', 'El Día Internacional del Orgullo Gay']",El Día Internacional del Orgullo Gay
0,Deporte,¿Quién fue el atleta más popular de los Juegos Olímpicos de Hitler (Berlín 1936)?,"['Jesse Owens', 'Lars Riedel', 'Heike Henkel', 'Alfred Dompert']",Jesse Owens
0,Miscelánea,¿Qué es el Makigami?,"['El arte del papel plegado', 'El arte de creación de figuras rasgando el papel únicamente con las manos', 'El arte del papel recortado', 'El arte crear figuras de cera']",El arte de creación de figuras rasgando el papel únicamente con las manos
0,Ciencia y Naturaleza,¿Cuantos números primos pares existen?,"['No se sabe', 'Uno', 'Infinitos', 'Ninguno']",Uno
0,Ciencia y Naturaleza,¿Qué es la febrícula?,"['Una temperatura axilar superior a 40 grados', 'Una temperatura axilar superior a 42 grados', 'Una temperatura axilar entre 37 y 38 grados', 'Una temperatura axilar entre 38 y 40 grados']",Una temperatura axilar entre 37 y 38 grados
0,Deporte,¿Qué es el Streetball?,"['Una variante del baloncesto que permite utilizar el pie', 'Una variante de golf jugada en un entorno urbano', 'Una variante de fútbol jugada en pequeñas pistas', 'El Skateboarding practicado fuera de pista']",Una variante del baloncesto que permite utilizar el pie
0,Cine y Televisión,¿Con qué película debutó Whitney Houston en el cine?,"['La isla bonita', 'Quién es esa chica?', 'La mujer del predicador', 'El guardaespaldas']",El guardaespaldas
0,Cine y Televisión,"¿Quien es el agente nº2 de SPECTRA, la organización secreta terrorista en James Bond?","['Emilio Largo', 'Dr. No', 'Oddjob', 'Tiburón']",Emilio Largo
0,Cine y Televisión,¿Quién protagonizó la serie Xena: la princesa guerrera?,"['Lucy Lawless', 'Kim Basinger', 'Sharon Stone', ""Renée O'Connor""]",Lucy Lawless
0,Arte y Literatura,¿De que color es el caballo blanco de Santiago?,"['Negro', 'Gris', 'Blanco', 'Marrón']",Blanco
0,Historia,¿Cuál ha sido el último Rey Carlos de España?,"['Carlos VI', 'Carlos V', 'Carlos IV', 'Carlos III']",Carlos IV
0,Historia,¿Quién fué discípulo de Aristóteles?,"['Cesar Augusto', 'Alejandro Magno', 'Hanibal', 'Platón']",Alejandro Magno
0,Música,¿Qué estilo de música canta Aretha Franklin?,"['Heavy metal', 'Soul, gospel, Rhythm and Blues', 'Rock and roll', 'Pop']","Soul, gospel, Rhythm and Blues"
0,Música,¿Cuál era el uno en la canción 'Baila el chiki-chiki' de Rodolfo Chikilicuatre?,"['1 El crusaíto', '1 El robocop', '1 Elbreikindance', '1 El maiquelyason']",1 Elbreikindance
0,Miscelánea,Según el refranero español ¿Qué recoge el que siembra vientos?,"['Tempestades', 'Grandes cosechas', 'Buena caza', 'Cielos despejados']",Tempestades
0,Arte y Literatura,¿A qué género literario pertenece la obra de Alan Moore: Watchmen?,"['Poesía', 'Cómic', 'Teatro', 'Novela']",Cómic
0,Deporte,¿Cual es el mejor jugador de fútbol que ha dado Colombia?,"['Cristiano Ronaldo', 'Iván Ramiro Córdoba', 'Maradona', 'Carlos Alberto Valderrama Palacio']",Carlos Alberto Valderrama Palacio
0,Deporte,¿Qué jugador ha sido elegido mejor jugador del muldial Sudafrica 2010?,"['Xavi Hernandez', 'Diego Forlán', 'Andrés Iniesta', 'Arjen Robben']",Diego Forlán
0,Arte y Literatura,"¿Quien pintó El triunfo de Baco, también llamado Los borrachos?","['Santiago Rusiñol', 'Mario Hidalgo', 'Diego Velázquez', 'Ramón Casas']",Diego Velázquez
0,Cine y Televisión,¿Quién presentó en 1990 la primera edición española del concurso La Ruleta de la Fortuna?,"['Goyo González', 'Mayra Gómez Kemp', 'Carlos Lozano', 'Jorge Fernández']",Mayra Gómez Kemp
0,Música,"¿De que grupo es la canción ""The Ballad Of Mona Lisa""?","['Panic! At The Disco', 'Eminem', 'Linkin Park', 'Good Charlotte']",Panic! At The Disco
0,Música,¿Cómo continúa la letra de la canción La Flaca de Jarabe de Palo? Por un beso de la Flaca ...,"['Yo daría lo que fuera', 'a mí me tiene loquito', 'Mojé mis sábanas blancas', 'Como dice la canción']",Yo daría lo que fuera
0,Música,¿Con qué grupo cantaba Manolo García la canción titulada Huesos?,"['Los rápidos', 'Los burros', 'El último de la fial', 'Kul de Mandril']",Los burros
0,Música,¿Dónde nació Enrique Iglesias?,"['Miami', 'Toronto', 'Madrid', 'Sevilla']",Madrid
0,Cine y Televisión,¿En qué serie de televisión aparece la actriz Patricia Vico?,"['Hospital Central', 'Paraíso', 'La casa de los líos', 'Todas son correctas']",Todas son correctas
0,Cine y Televisión,"¿Quién interpreta a Federico García Lorca en 'Muerte en Granada', la película de Marcos Zurinaga?","['Hugh Grant', 'Andy García', 'Jack Nicholson', 'Jim Carrey']",Andy García
0,Geografía,¿Cual es la capital de Canadá?,"['San Marcos', 'Ottawa', 'Sofía', 'Nicosia']",Ottawa
0,Ciencia y Naturaleza,¿Quién fue el primer astónomo en afirmar que la Tierra gira alrededor del Sol?,"['Ptolomeo', 'Johannes Kepler', 'Galileo Galilei', 'Nicolás Copérnico']",Nicolás Copérnico
0,Ciencia y Naturaleza,¿Dónde se usó la dactilografía por primera vez para investigar un crimen?,"['En Francia', 'En Argentina', 'En Inglaterra', 'En Estados Unidos']",En Argentina
0,Ciencia y Naturaleza,¿Quién desarrolló la teoría general de la relatividad?,"['Albert Einstein', 'Nicolás Copérnico', 'Johannes Kepler', 'Galileo Galilei']",Albert Einstein
0,Miscelánea,¿Cuándo se celebra el Corpus Christi?,"['El siguiente jueves al octavo domingo después del Domingo de Pascua', '40 días después de Carnaval', 'El 1 de Enero', 'El 24 de Diciembre']",El siguiente jueves al octavo domingo después del Domingo de Pascua
0,Miscelánea,¿Qué dimensiones tiene el Cubo de Rubik Estándar?,"['3x3x3', '2x2x2', '5x5x5', '4x4x4']",3x3x3
0,Historia,¿Quién fue el fundador de la Falange Española?,"['Manuel Hedila Larrey', 'Jose Antonio Primo de Rivera', 'Joaquín Benjumea Burín', 'Raimundo Ferández-Cuesta']",Jose Antonio Primo de Rivera
0,Historia,¿Quién fue Pablo Iglesias Posse?,"['Fundador del sindicado UGT', 'Todas son correctas', 'Político gallego de tendencia marxista', 'Fundador del PSOE']",Todas son correctas
0,Música,¿Qué cantante española cantó 'El hombre del piano'?,"['Anastacia', 'Ana Belén', 'Britney Spears', 'Ana Torroja']",Ana Belén
0,Cine y Televisión,"""¿Cuál es la frase típica de John """"Hannibal"""" Smith del Equipo A (Los Magníficos)?""","['Con un destornillador y un clip te arranco el coche', 'La verdad está ahí fuera', 'Menuda suerte, casi no salimos de esta', 'Me encanta que los planes salgan bien']",Me encanta que los planes salgan bien
0,Historia,"¿Qué otro nombre tenía Narmer, el primer faraón del Egipto Antiguo?","['Menees', 'Nitocris', 'Tutankamón', 'Ramsés']",Menees
0,Arte y Literatura,"Paolo Ucello pintó tres cuadros de la Batalla de San Romano, una esta en el Louvre, otra en Los Oficios de Florencia y la tercera en:","['Museo de Arte de New York', 'La National Gallery de Londres', 'Museo del Prado', 'Museo del Hermitage']",La National Gallery de Londres
0,Arte y Literatura,¿Quien es el autor del óleo sobre lienzo: El Mendigo?,"['El Greco', 'Murillo', 'Velázquez', 'Goya']",Murillo
0,Deporte,"¿En qué ciudad de EE.UU. tienen su sede Los Nets, el equipo de la NBA?","['Orlando', 'New Jersey', 'New Orleans', 'Menphis']",New Jersey
0,Ciencia y Naturaleza,¿Qué es la Apifobia?,"['Temor a las abejas', 'Temor a los murciélagos', 'Temor a las arañas', 'Temor a los caballos']",Temor a las abejas
0,Cine y Televisión,¿Qué le falta a Kyle de Kyle XY?,"['La vista', 'Un brazo', 'El pelo', 'El ombligo']",El ombligo
0,Cine y Televisión,¿Quién vive en Springfield?,"['Mujeres Desesperadas', 'Los Simpson', 'House', 'Peter Griffin y su familia']",Los Simpson
0,Ciencia y Naturaleza,¿Qué Premio Nobel recibió William Ramsay?,"['El Premio Nobel de Física', 'El Premio Nobel de Economía', 'El Premio Nobel de Química', 'El Premio Nobel de Medicina']",El Premio Nobel de Química
0,Geografía,¿Cual es la capital del Reino de Camboya?,"['Brasilia', 'Lima', 'Kabul', 'Phnom Penh']",Phnom Penh
0,Cine y Televisión,"¿En qué país transcurre la acción de 'La playa', película del director Danny Boyle?","['Etiopía', 'Kenya', 'Tailandia', 'Australa']",Tailandia
0,Cine y Televisión,¿Dónde estaba ambientada la serie Fama?,"['En Hollywood', 'En Broadway', 'En un bufete de abogados', 'En una escuela de arte']",En una escuela de arte
0,Historia,¿En qué pais se encuentra Tikal la mayor ciudad de la Cultura Maya?,"['Guatemala', 'México', 'Honduras', 'Chile']",Guatemala
0,Arte y Literatura,¿Dónde se encuentra la Torre Eiffel?,"['En París', 'En Londres', 'En Berlín', 'En Roma']",En París
0,Historia,¿En qué año se fundó el PSOE?,"['1879', '1679', '1979', '1779']",1879
0,Geografía,¿Cual es el país con mayor renta per cápita del mundo?,"['Italia', 'Finlandia', 'Canadá', 'Luxemburgo']",Luxemburgo
0,Ciencia y Naturaleza,¿Qué es la Zoofobia?,"['Temor al agua', 'Temor al fuego', 'Temor a los animales', 'Temor a las arañas']",Temor a los animales
0,Deporte,¿Cómo se juega al Billar Francés?,"['Introduciendo las bolas en las troneras en un orden según el color', 'Haciendo carambolas con las quince bolas en juego', 'Introduciendo las bolas lisas o rayadas en las troneras', 'Haciendo carambolas con las tres bolas en juego']",Haciendo carambolas con las tres bolas en juego
0,Miscelánea,¿De dónde es originario el Queso Camembert?,"['Suiza', 'Francia', 'Italia', 'España']",Francia
0,Cine y Televisión,"¿Quién protagoniza la película ""Sweeney Todd""?","['Jack Nicholson', 'Johnny Depp', 'Alan Rickman', 'Heath Ledger']",Johnny Depp
0,Arte y Literatura,¿Dónde está la Torre Bellesguard de Gaudí?,"['Comillas', 'Barcelona', 'León', 'Astorga']",Barcelona
0,Deporte,¿De qué país es originario el Golf?,"['Francia', 'Irlanda', 'EE.UU.', 'Escocia']",Escocia
0,Miscelánea,¿Qué fabrica la empresa Rolex?,"['Relojes', 'Teléfonos móviles', 'Coches', 'Bolsos y complementos']",Relojes
0,Historia,¿Cual era la capital del imperio bizantino ?,"['Roma', 'Grecia', 'Sicilia', 'Constantinopla']",Constantinopla
0,Ciencia y Naturaleza,¿Qué mide un amperímetro?,"['La dureza de un material', 'El diámetro exterior de un elemento', 'El peso de una pieza', 'La intensidad de corriente eléctrica']",La intensidad de corriente eléctrica
0,Arte y Literatura,¿Por qué es famoso en conjunto de templos de Khajuraho?,"['Por estar escabado en la roca', 'Por sus esculturas eróticas', 'Por estar realizado enteramente en madera', 'Por tener la torre de ladrillo más grande del mundo']",Por sus esculturas eróticas
0,Miscelánea,¿De donde proviene el nombre de la marca Cadillac?,"['De la ciudad donde se construyó la primera factoría', 'De la familia Cardellach, emigrantes de Tarrasa (España)', 'Es un nombre inventado a partir de la fonética de los indios americanos', 'Del primer modelo de la marca']","De la familia Cardellach, emigrantes de Tarrasa (España)"
0,Geografía,¿Cual es la capital de Estonia?,"['Riga', 'Tallinn', 'Atenas', 'Bucarest']",Tallinn
0,Arte y Literatura,¿Quién fue el pintor de la cúpula de la Catedral de Parma?,"['Alberto Durero', 'Miguel Angel', 'Tiziano', 'Antonio Allegri da Correggio']",Antonio Allegri da Correggio
0,Arte y Literatura,Las obras de Paulo Coelho suelen ser,"['De superación personal', 'Historias', 'Realidad', 'Irreales']",De superación personal
0,Ciencia y Naturaleza,¿Cómo se llama el miedo irracional a las plantas?,"['Demofobia', 'Botanofobia', 'Odontofobia', 'Astrafobia']",Botanofobia
0,Arte y Literatura,¿En qué país se encuentran los restos arqueológicos de la Cueva Pintada de Gáldar?,"['Italia', 'España', 'Francia', 'Suecia']",España
0,Geografía,¿Cual de los siguientes estados de Estados Unidos está situado más al oeste?,"['Florida', 'Nueva York', 'Massachusetts', 'Oregón']",Oregón
0,Arte y Literatura,"¿Si aún existiesen, en qué país se encontrarían actualmente los Jardines colgantes de Babilonia?","['Grecia', 'Egipto', 'Roma', 'Iraq']",Iraq
0,Historia,¿En qué año tuvo lugar la Batalla de Tamarón?,"['1307', '1701', '1937', '1037']",1037
0,Cine y Televisión,¿De qué país es la cadena de televisión RAI?,"['Francia', 'Italia', 'España', 'Grecia']",Italia
0,Música,¿Quién creó la canción Mrs Robinson?,"['Beny Goodman', 'Ñengo Flow', 'Simon and Garfunkel', 'James Brown']",Simon and Garfunkel
0,Ciencia y Naturaleza,¿Cual es el símbolo del Sodio?,"['Na', 'Sd', 'S', 'So']",Na
0,Arte y Literatura,Nacionalidad del escritor Charles Dickens,"['Mexicano', 'Español', 'Inglés', 'Francés']",Inglés
0,Miscelánea,¿Cuándo se celebra el Día Internacional de los Trabajadores?,"['El 1 de Enero', 'El 25 de Julio', 'El 1 de Mayo', 'El 15 de Agosto']",El 1 de Mayo
0,Miscelánea,¿Qué es el patchwork?,"['Una labor hecha cosiendo trozos de diferentes telas', 'Una modalidad de pesca con caña', 'Un rally de coches de miniatura', 'La elaboración de joyas con abalorios']",Una labor hecha cosiendo trozos de diferentes telas
0,Arte y Literatura,¿Con qué está decorada la Columna de Trajano?,"['Es lisa, solo sirve como base para la estatua del emperador', 'Con animales mitológicos', 'Con un bajorelieve en espiral', 'Con elemento florales y laureles']",Con un bajorelieve en espiral
0,Geografía,¿Cual es la capital de Canadá?,"['Ottawa', 'Sofía', 'San Marcos', 'Nicosia']",Ottawa
0,Geografía,¿Cual de los siguientes países de Sudamérica está situado más al Norte?,"['Guayana', 'Brasil', 'Paraguay', 'Uruguay']",Guayana
0,Deporte,¿Cómo se juega al Billar Francés?,"['Introduciendo las bolas en las troneras en un orden según el color', 'Haciendo carambolas con las tres bolas en juego', 'Haciendo carambolas con las quince bolas en juego', 'Introduciendo las bolas lisas o rayadas en las troneras']",Haciendo carambolas con las tres bolas en juego
0,Arte y Literatura,¿Qué es la retórica?,"['Hablar dando rodeos sin llegar a decir nada', 'El arte de hablar eficazmente para conmover', 'Las reglas que regulan el uso de las palabras en la oración', 'El oficio de los que recogen la información de actualidad']",El arte de hablar eficazmente para conmover
0,Arte y Literatura,¿Qué autor de La Generación del 27 escribió 'El Adefesio'?,"['Rafael Alberti', 'Vicente Aleixandre', 'García Lorca', 'Dámaso Alonso']",Rafael Alberti
0,Historia,¿Por qué es conocido Theodor Herzl?,"['Por ser el primer presidente del Estado de Israel', 'Por ser considerado el padre del Estado Judío', 'Por salvar a miles de Judios en la II Guerra Mundial', 'Por ser el primer hombre en llegar al Polo Norte']",Por ser considerado el padre del Estado Judío
0,Geografía,"¿Qué dos países separa el Corredor de Siliguri, situado en la India y conocido como Cuello de Gallina?","['China y Filipinas', 'Pakistán y Tailandia', 'Vietnam y Bangladesh', 'Nepal y Bangladesh']",Nepal y Bangladesh
0,Música,¿Qué es una corchea? (Figuras musicales),"['Una figura equivalente a 4 fusas', 'Una figura equivalente a 2 redondas', 'Una figura equivalente a 1 fusa', 'Una figura equivalente a 2 blancas']",Una figura equivalente a 4 fusas
0,Arte y Literatura,¿Quién escribio El gran gatsby?,"['Miguel de Cervantes', 'Miguel Delibes', 'Scott Fitzgerald', 'Chinua Achebe']",Scott Fitzgerald
0,Cine y Televisión,¿Quien ganó la primera y única edición del reality show Hotel Glan en España?,"['Aramís Fuster', 'Estíbaliz Sanz', 'Yola Berrocal', 'Tamara Seisdedos']",Yola Berrocal
